"user_id","age","gender","married","has_children","total_sessions","total_flights_booked","total_hotels_booked","total_cancellations","average_flight_discount","discount_flight_proportion","avg_hotel_discount","avg_base_fare_usd","scaled_ads_per_km","total_checked_bags"
"224996","42","F","0","1","8","2","1","0","","0","0.12500000000000000000","448.8050000000000000","","0"
"226367","42","F","0","0","8","3","3","0","0.05000000000000000000","0.125","0.00000000000000000000","296.4033333333333333","0.000010204939538749054","2"
"228195","26","F","0","1","9","0","0","0","0.20000000000000000000","0.1111111111111111","0.00000000000000000000","","",""
"228872","34","M","0","0","8","1","2","0","0.35000000000000000000","0.125","0.00000000000000000000","509.2100000000000000","0.00011849652798108746","1"
"229009","17","F","0","0","8","4","3","1","","0.125","0.12500000000000000000","1127.2225000000000000","","1"
"229108","25","F","0","0","8","2","1","1","0.20000000000000000000","0.375","0.37500000000000000000","438.6100000000000000","0.0000796506507807989","0"
"229330","46","F","1","0","8","4","4","0","","0","0.12500000000000000000","387.0275000000000000","","1"
"232647","17","F","0","0","8","1","1","0","0.10000000000000000000","0.125","0.00000000000000000000","237.1000000000000000","0.00006960148188851707","1"
"249521","59","F","1","1","8","1","2","0","0.20000000000000000000","0.125","0.37500000000000000000","642.0200000000000000","0.00005348179950356898","1"
"252835","37","F","0","1","8","5","4","0","0.30000000000000000000","0.125","0.12500000000000000000","335.3100000000000000","0.00003227126602539952","3"
"258451","22","F","0","0","8","1","2","1","0.15000000000000000000","0.25","0.12500000000000000000","","",""
"264470","44","F","0","1","8","2","2","0","0.05000000000000000000","0.125","0.12500000000000000000","436.5100000000000000","0.000010453099292318928","1"
"276512","41","F","1","1","8","1","1","0","0.12500000000000000000","0.25","0.25000000000000000000","395.6900000000000000","0.000103766590742645","1"
"281952","36","F","0","0","8","2","2","0","","0","0.12500000000000000000","342.3600000000000000","","3"
"283325","50","F","1","0","8","1","2","0","0.07500000000000000000","0.25","0.12500000000000000000","453.2700000000000000","0.000052845874595403186","0"
"290123","40","F","1","0","9","7","6","0","","0","0.00000000000000000000","685.1585714285714286","","6"
"297546","50","F","1","0","8","4","5","0","","0","0.12500000000000000000","415.1800000000000000","","3"
"298253","46","F","1","1","8","1","0","0","0.22500000000000000000","0.25","0.12500000000000000000","712.4200000000000000","0.0001075607806752642","2"
"299476","38","F","1","0","9","1","1","0","0.20000000000000000000","0.2222222222222222","0.22222222222222222222","192.3800000000000000","0.0003669723399553536","0"
"306165","20","F","0","0","8","0","0","0","","0","0.00000000000000000000","","",""
"306819","59","F","1","1","8","3","3","1","0.05000000000000000000","0.25","0.25000000000000000000","90.0533333333333333","0.00003390027924358592","1"
"312488","30","M","1","0","8","1","1","0","0.25000000000000000000","0.125","0.12500000000000000000","407.1000000000000000","0.00011512600198440608","1"
"313724","51","F","0","0","8","5","6","1","","0.125","0.12500000000000000000","382.2600000000000000","","4"
"316527","41","F","1","1","8","4","4","0","0.15000000000000000000","0.125","0.12500000000000000000","434.9725000000000000","0.0000193231203542268","1"
"317688","40","F","0","1","8","4","4","0","0.24999999999999995000","0.25","0.12500000000000000000","309.6850000000000000","0.00007646721722286922","2"
"322867","45","F","0","0","8","1","1","0","0.12500000000000000000","0.25","0.25000000000000000000","173.0400000000000000","0.0002717398341737855","1"
"324191","39","F","0","0","8","2","2","0","0.10000000000000000000","0.25","0.12500000000000000000","49.8700000000000000","0.0005673071802567295","1"
"328590","55","F","0","0","8","4","3","1","0.10000000000000000000","0.25","0.37500000000000000000","914.1525000000000000","0.0000067973066476277575","1"
"330764","38","F","0","0","8","2","3","1","","0.125","0.25000000000000000000","375.5200000000000000","","2"
"330893","42","F","1","1","8","3","3","0","","0","0.12500000000000000000","287.2033333333333333","","2"
"331039","44","F","1","1","8","2","2","1","0.10000000000000000000","0.25","0.37500000000000000000","2290.8700000000000000","0.000015663052566886955","6"
"334787","52","F","0","0","8","3","3","0","0.05000000000000000000","0.25","0.00000000000000000000","252.7233333333333333","0.000024190352957349665","2"
"337227","34","F","1","0","8","0","0","0","","0","0.12500000000000000000","","",""
"338086","39","F","0","1","8","2","2","0","0.30000000000000000000","0.125","0.12500000000000000000","490.8450000000000000","0.000056421630848475455","1"
"340166","50","M","1","1","8","0","1","0","0.10000000000000000000","0.125","0.12500000000000000000","","",""
"343928","64","F","1","0","8","2","1","0","0.29999999999999995000","0.25","0.12500000000000000000","2775.3100000000000000","0.000026706783013888782","1"
"347778","49","F","0","0","9","5","4","0","0.15000000000000000000","0.2222222222222222","0.00000000000000000000","846.7380000000000000","0.00002346343209286284","5"
"348817","28","F","0","0","8","3","4","0","0.05000000000000000000","0.125","0.00000000000000000000","458.2066666666666667","0.000006606237910481925","2"
"348863","66","F","1","0","8","0","0","0","","0","0.12500000000000000000","","",""
"349132","48","F","0","0","9","2","3","0","","0","0.11111111111111111111","360.5300000000000000","","1"
"350648","17","F","0","0","8","2","2","1","0.17500000000000000000","0.375","0.25000000000000000000","212.1800000000000000","0.00013829966521070074","0"
"353271","25","F","0","1","8","1","1","0","0.15000000000000000000","0.125","0.12500000000000000000","408.4000000000000000","0.00012740834531829487","0"
"353694","39","F","0","1","8","2","2","0","0.08333333333333333333","0.375","0.00000000000000000000","230.6850000000000000","0.00009354004816866262","1"
"354050","49","F","0","0","8","5","5","0","0.05000000000000000000","0.125","0.12500000000000000000","391.5760000000000000","0.000004777617171171588","1"
"354260","48","F","0","0","8","2","1","0","0.15000000000000000000","0.25","0.00000000000000000000","582.5050000000000000","0.00004664563383090715","2"
"354311","45","F","1","0","8","2","1","0","0.10000000000000000000","0.125","0.00000000000000000000","536.4450000000000000","0.00001543823049917819","1"
"354950","52","M","1","0","8","1","1","0","","0","0.12500000000000000000","460.5400000000000000","","1"
"356046","33","F","0","0","8","2","2","0","0.15000000000000000000","0.125","0.12500000000000000000","391.9050000000000000","0.00004206545680571071","0"
"357737","40","F","1","1","8","5","6","1","","0.125","0.50000000000000000000","435.3800000000000000","","2"
"359072","50","F","1","1","8","4","4","1","0.20000000000000000000","0.375","0.12500000000000000000","197.6175000000000000","0.00009513487312242756","1"
"359080","41","F","1","0","8","4","2","0","0.10000000000000000000","0.125","0.12500000000000000000","1288.3900000000000000","0.000005336296052334242","4"
"359653","54","M","0","0","8","2","2","0","0.25000000000000000000","0.125","0.25000000000000000000","392.1650000000000000","0.00005845497299206493","2"
"361459","40","F","1","1","8","1","1","0","","0","0.25000000000000000000","393.9100000000000000","","1"
"361759","52","F","1","0","9","4","3","0","0.15000000000000000000","0.3333333333333333","0.22222222222222222222","415.1475000000000000","0.00005273501057564259","2"
"363535","30","F","0","0","8","4","4","1","0.18333333333333333333","0.5","0.12500000000000000000","332.0375000000000000","0.00007709081309026471","3"
"365825","44","F","0","0","8","2","3","1","0.10000000000000000000","0.25","0.12500000000000000000","64.6300000000000000","0.0002610643215249738","1"
"371201","27","M","0","1","8","1","0","0","0.39999999999999990000","0.125","0.12500000000000000000","199.4700000000000000","0.00037702100056433407","3"
"372970","33","F","0","0","8","2","2","0","0.12500000000000000000","0.25","0.25000000000000000000","646.6500000000000000","0.000030878777158976114","1"
"373489","36","F","1","1","9","1","1","0","0.21666666666666666667","0.3333333333333333","0.44444444444444444444","7451.3100000000000000","0.00003170091007252875","3"
"374331","41","M","0","0","8","2","2","1","0.15000000000000000000","0.5","0.25000000000000000000","236.2600000000000000","0.00016805301177311366","2"
"374340","34","F","1","0","9","1","0","0","","0","0.11111111111111111111","3966.1900000000000000","","1"
"374341","25","F","0","0","8","0","3","0","0.10000000000000000000","0.125","0.00000000000000000000","","",""
"375160","19","F","0","0","8","0","0","0","0.05000000000000000000","0.125","0.12500000000000000000","","",""
"375729","52","F","0","0","8","3","3","0","0.11666666666666666667","0.375","0.25000000000000000000","344.0533333333333333","0.00006215541047244316","1"
"375751","49","F","1","0","8","3","2","0","","0","0.12500000000000000000","235.8533333333333333","","1"
"376159","41","F","0","0","8","1","2","0","","0","0.00000000000000000000","367.2400000000000000","","1"
"377069","67","F","1","0","8","2","1","1","","0.125","0.25000000000000000000","926.6700000000000000","","2"
"377411","37","F","1","0","8","2","2","0","0.11666666666666666667","0.375","0.12500000000000000000","504.3050000000000000","0.00011717838008821738","0"
"378565","39","F","1","1","8","2","5","0","0.07500000000000000000","0.5","0.00000000000000000000","354.8150000000000000","0.00007419958270262022","1"
"379543","55","F","1","0","8","3","3","0","0.10000000000000000000","0.125","0.12500000000000000000","385.0400000000000000","0.000015174551027571356","1"
"380434","49","F","1","1","8","3","3","0","0.12500000000000000000","0.25","0.12500000000000000000","356.9200000000000000","0.000043192619280476186","1"
"380436","43","F","0","0","8","1","1","0","","0","0.25000000000000000000","113.2500000000000000","","1"
"380757","45","F","0","1","8","3","3","0","0.05000000000000000000","0.125","0.25000000000000000000","165.2066666666666667","0.00000984343959213024","1"
"380874","53","F","1","0","8","3","3","0","","0","0.37500000000000000000","280.0833333333333333","","2"
"380949","45","F","0","0","8","6","5","1","","0.125","0.25000000000000000000","368.6450000000000000","","1"
"381259","20","F","0","1","8","1","1","0","","0","0.12500000000000000000","719.4800000000000000","","1"
"381465","33","F","0","0","8","3","5","1","0.07500000000000000000","0.375","0.12500000000000000000","126.3166666666666667","0.00006375181373465201","0"
"382181","35","F","1","0","8","3","2","0","0.17500000000000000000","0.25","0.00000000000000000000","357.6800000000000000","0.00005582284859050388","2"
"382384","56","F","1","0","8","1","1","0","","0","0.00000000000000000000","228.6300000000000000","","1"
"382533","17","F","0","0","8","0","0","0","0.20000000000000000000","0.125","0.12500000000000000000","","",""
"385689","48","F","0","1","8","3","4","0","0.15000000000000000000","0.25","0.00000000000000000000","431.4366666666666667","0.00005154060959501237","1"
"386255","31","F","0","1","8","0","1","0","0.10000000000000000000","0.25","0.12500000000000000000","","",""
"386469","16","F","0","0","9","0","0","0","0.30000000000000000000","0.1111111111111111","0.00000000000000000000","","",""
"386914","45","F","1","1","8","3","2","1","0.10000000000000000000","0.25","0.50000000000000000000","7445.0300000000000000","0.000003798177534830127","9"
"387282","29","F","0","1","8","0","1","0","0.17500000000000000000","0.25","0.12500000000000000000","","",""
"387783","53","M","1","1","8","1","3","0","0.45000000000000000000","0.125","0.12500000000000000000","431.2600000000000000","0.0001959769807593464","0"
"388328","49","F","1","1","9","3","5","0","0.10000000000000000000","0.3333333333333333","0.22222222222222222222","413.5666666666666667","0.000040787961811330024","3"
"388767","43","F","1","1","8","1","1","0","","0","0.00000000000000000000","372.3400000000000000","","1"
"388947","39","M","0","0","9","3","2","0","0.19999999999999996667","0.3333333333333333","0.11111111111111111111","434.6966666666666667","0.00008427546030456665","2"
"389434","41","F","0","0","8","6","6","1","0.11666666666666666667","0.5","0.12500000000000000000","461.4383333333333333","0.000024316161984348717","3"
"389662","38","F","0","0","8","2","3","0","0.15000000000000000000","0.375","0.00000000000000000000","330.0900000000000000","0.00011981014718360632","2"
"389759","32","F","0","1","8","3","3","0","0.16666666666666666667","0.375","0.00000000000000000000","1058.5633333333333333","0.00004213080869950135","1"
"390811","40","F","0","0","8","3","3","0","0.10000000000000000000","0.125","0.00000000000000000000","366.3400000000000000","0.00001572050977619882","2"
"392453","57","F","0","0","8","1","1","0","0.07500000000000000000","0.25","0.25000000000000000000","393.9800000000000000","0.000059955298999366754","1"
"395202","25","F","0","0","8","0","1","0","0.20000000000000000000","0.125","0.00000000000000000000","","",""
"395981","51","F","1","0","8","3","3","0","0.20000000000000000000","0.125","0.00000000000000000000","671.6400000000000000","0.000025228151439888465","3"
"396552","44","F","1","0","8","4","4","0","","0","0.12500000000000000000","206.2125000000000000","","2"
"399137","53","F","1","0","8","2","4","0","0.16666666666666666667","0.375","0.00000000000000000000","415.7350000000000000","0.00011141598390671007","2"
"399218","43","F","1","1","8","2","1","0","0.20000000000000000000","0.125","0.00000000000000000000","243.9500000000000000","0.00007286360259795902","1"
"399799","54","F","1","0","8","4","4","0","","0","0.12500000000000000000","340.3000000000000000","","2"
"400275","55","F","1","1","8","2","1","0","0.13333333333333333333","0.375","0.00000000000000000000","536.5250000000000000","0.00006240641273743769","1"
"400582","31","F","1","0","8","3","4","0","0.10000000000000000000","0.125","0.12500000000000000000","215.6300000000000000","0.000027518608560394107","0"
"400899","44","F","1","0","8","3","3","0","","0","0.00000000000000000000","364.0033333333333333","","2"
"401245","27","F","0","0","8","3","2","0","0.15000000000000000000","0.375","0.12500000000000000000","317.2666666666666667","0.0000833880249478783","0"
"402332","31","F","0","0","8","2","2","0","0.10000000000000000000","0.25","0.25000000000000000000","430.4500000000000000","0.000046721669992618773","0"
"402978","51","F","1","0","8","4","4","0","0.15000000000000000000","0.125","0.00000000000000000000","353.2600000000000000","0.000019534063383018573","3"
"403881","43","F","0","0","8","4","4","0","0.27500000000000000000","0.25","0.00000000000000000000","742.9175000000000000","0.00004405389985018235","3"
"404879","38","F","1","0","8","4","3","0","","0","0.00000000000000000000","261.7200000000000000","","2"
"405305","44","F","1","1","9","3","3","0","0.10000000000000000000","0.2222222222222222","0.11111111111111111111","538.5333333333333333","0.00002291969488239335","2"
"406210","20","F","0","1","8","2","2","0","0.20000000000000000000","0.25","0.00000000000000000000","595.4050000000000000","0.00002111812265880756","1"
"407118","51","F","1","0","8","4","4","1","","0.125","0.25000000000000000000","532.4200000000000000","","3"
"407250","36","F","0","0","8","4","3","0","0.17500000000000000000","0.25","0.00000000000000000000","478.6425000000000000","0.0000302897222778708","1"
"407275","41","F","0","0","8","4","3","0","0.25000000000000000000","0.125","0.00000000000000000000","186.7375000000000000","0.000060559668478294035","2"
"407434","51","F","1","1","8","0","1","0","0.10000000000000000000","0.25","0.00000000000000000000","","",""
"407642","28","F","0","0","8","2","2","0","0.25000000000000000000","0.125","0.00000000000000000000","234.8850000000000000","0.00009848121483413503","0"
"408551","42","F","1","1","9","2","2","0","0.13333333333333333333","0.3333333333333333","0.11111111111111111111","323.6950000000000000","0.00011779426871152427","1"
"409073","41","F","1","0","8","3","3","0","","0","0.00000000000000000000","526.1866666666666667","","3"
"411179","50","F","0","0","8","3","4","1","0.15000000000000000000","0.375","0.12500000000000000000","304.4000000000000000","0.00006275807623883694","1"
"411701","39","F","0","0","8","1","2","0","0.25000000000000000000","0.125","0.12500000000000000000","578.2700000000000000","0.0000822104469284028","1"
"413128","28","F","0","0","10","4","5","0","0.10000000000000000000","0.3","0.10000000000000000000","405.1900000000000000","0.00007392568432856346","1"
"413340","46","F","1","1","8","3","1","0","","0","0.12500000000000000000","177.3533333333333333","","2"
"413418","54","F","0","0","8","2","2","0","0.12500000000000000000","0.25","0.25000000000000000000","290.3350000000000000","0.00011725619377634105","3"
"413658","51","F","1","1","8","3","3","1","0.15000000000000000000","0.25","0.25000000000000000000","1413.5266666666666667","0.00001877731617070778","5"
"414128","27","F","0","0","9","3","4","0","0.05000000000000000000","0.1111111111111111","0.22222222222222222222","965.2166666666666667","0.000004884148045558537","1"
"415282","41","F","1","1","8","2","2","0","","0","0.37500000000000000000","1140.9400000000000000","","0"
"415381","45","F","1","0","8","3","2","0","","0","0.12500000000000000000","150.4033333333333333","","3"
"415581","41","F","1","0","8","3","3","0","0.10000000000000000000","0.125","0.00000000000000000000","353.2566666666666667","0.00001780860048624026","2"
"416319","54","F","1","0","8","2","2","0","0.15000000000000000000","0.125","0.25000000000000000000","73.8000000000000000","0.00014104867576289116","1"
"416580","43","F","0","0","8","5","5","1","0.05000000000000000000","0.25","0.25000000000000000000","306.3375000000000000","0.00000961741217917097","1"
"417679","36","F","0","0","8","5","4","0","0.12500000000000000000","0.25","0.50000000000000000000","434.9640000000000000","0.00002289439997831201","2"
"418329","48","M","0","1","8","3","3","0","0.10000000000000000000","0.375","0.25000000000000000000","148.5066666666666667","0.00011984953123453393","2"
"418488","37","F","1","0","8","4","4","0","0.22500000000000000000","0.25","0.37500000000000000000","352.9000000000000000","0.00005651531264845011","2"
"418692","38","F","0","0","10","4","4","1","0.05000000000000000000","0.3","0.40000000000000000000","1085.1750000000000000","0.000002102144937450282","1"
"420648","52","F","1","1","8","2","2","0","0.11666666666666666667","0.375","0.00000000000000000000","721.5750000000000000","0.000045867040857761374","0"
"420669","50","F","1","1","8","5","5","2","0.10000000000000000000","0.375","0.25000000000000000000","586.0100000000000000","0.00000662848656486984","3"
"421247","41","F","1","1","8","4","4","0","","0","0.37500000000000000000","177.3975000000000000","","2"
"421515","30","F","0","0","8","2","2","0","0.15000000000000000000","0.125","0.12500000000000000000","337.5500000000000000","0.000040810380800325745","1"
"421666","29","F","0","1","8","3","3","1","0.05000000000000000000","0.25","0.12500000000000000000","571.2566666666666667","0.000004648943351494161","3"
"421700","40","F","0","1","8","3","3","0","0.12500000000000000000","0.25","0.12500000000000000000","393.6466666666666667","0.00004166937632691591","0"
"421870","29","M","1","1","8","3","2","0","0.07500000000000000000","0.25","0.12500000000000000000","7411.3566666666666667","0.000006708703398508537","8"
"422066","54","F","1","1","8","4","4","0","0.10000000000000000000","0.125","0.12500000000000000000","410.2450000000000000","0.000014492588613172956","5"
"422668","17","F","0","0","8","0","0","0","0.17500000000000000000","0.25","0.12500000000000000000","","",""
"423042","42","F","0","1","8","5","6","1","0.12500000000000000000","0.375","0.25000000000000000000","159.2720000000000000","0.00005507781696778867","3"
"423413","17","F","0","0","8","0","1","0","0.25000000000000000000","0.375","0.00000000000000000000","","",""
"424553","48","F","1","0","8","1","3","0","0.23333333333333333333","0.375","0.12500000000000000000","393.3500000000000000","0.0003157770786182206","1"
"425632","44","F","1","0","8","2","2","0","0.10000000000000000000","0.125","0.12500000000000000000","444.4900000000000000","0.000019442725896778685","1"
"425653","19","M","0","1","8","0","0","0","0.10000000000000000000","0.125","0.00000000000000000000","","",""
"425953","37","F","1","0","8","4","4","0","0.15000000000000000000","0.125","0.12500000000000000000","217.8525000000000000","0.000047268080069910136","0"
"425966","55","F","1","0","8","2","2","0","","0","0.00000000000000000000","659.3350000000000000","","1"
"426478","25","F","0","0","8","2","2","1","0.12500000000000000000","0.375","0.37500000000000000000","1354.7400000000000000","0.000016344739428819303","0"
"427426","36","F","0","0","8","3","2","0","0.20000000000000000000","0.25","0.12500000000000000000","242.8833333333333333","0.00009048619499821477","1"
"427506","54","F","1","1","8","4","4","1","0.25000000000000000000","0.25","0.25000000000000000000","403.6700000000000000","0.00002950492959910577","3"
"428056","36","M","0","0","8","4","3","0","0.15000000000000000000","0.375","0.00000000000000000000","594.3175000000000000","0.00003536884772741278","0"
"428552","36","F","1","0","8","2","2","0","0.25000000000000000000","0.125","0.12500000000000000000","392.4450000000000000","0.000057504683118539136","0"
"428858","20","F","0","0","8","3","4","1","0.10000000000000000000","0.25","0.12500000000000000000","1381.1100000000000000","0.0000029800804544652147","1"
"429345","65","M","1","1","8","0","1","0","0.10000000000000000000","0.125","0.25000000000000000000","","",""
"429375","33","F","0","0","8","4","3","1","","0.125","0.12500000000000000000","662.7075000000000000","","2"
"430722","27","M","0","0","8","4","4","1","0.12500000000000000000","0.375","0.25000000000000000000","366.7475000000000000","0.000027884792171908738","2"
"431144","50","F","1","0","8","1","2","0","0.15000000000000000000","0.25","0.25000000000000000000","227.8200000000000000","0.0002313109077813058","0"
"431337","37","F","0","0","8","3","3","0","","0","0.12500000000000000000","402.8866666666666667","","3"
"431602","36","F","0","0","8","4","3","1","0.08333333333333333333","0.5","0.25000000000000000000","820.8375000000000000","0.00001626980234342011","3"
"431746","40","F","0","0","8","1","1","0","","0","0.25000000000000000000","550.1600000000000000","","2"
"431899","43","F","1","0","8","2","2","1","0.15000000000000000000","0.25","0.12500000000000000000","428.5900000000000000","0.00003557955994638225","0"
"431912","35","F","0","1","8","1","0","0","0.05000000000000000000","0.125","0.12500000000000000000","295.8900000000000000","0.00006385822611268883","1"
"432333","49","F","1","1","8","1","2","0","","0","0.25000000000000000000","515.3600000000000000","","1"
"432637","36","F","0","1","8","3","3","0","0.12500000000000000000","0.25","0.12500000000000000000","430.9000000000000000","0.00003465094913562311","1"
"432941","40","F","0","0","8","3","4","0","","0","0.12500000000000000000","1032.5733333333333333","","1"
"433080","43","F","1","0","8","4","4","0","","0","0.25000000000000000000","337.5525000000000000","","3"
"433339","25","F","0","1","8","1","2","0","0.10000000000000000000","0.125","0.12500000000000000000","54.6400000000000000","0.00029435762138580737","1"
"433905","25","F","0","0","8","0","1","0","0.05000000000000000000","0.125","0.00000000000000000000","","",""
"434238","49","F","1","1","8","2","1","0","","0","0.12500000000000000000","48.4600000000000000","","1"
"434623","34","F","0","0","8","5","5","1","0.07500000000000000000","0.375","0.25000000000000000000","319.5900000000000000","0.000015640408125832272","1"
"435231","29","F","0","0","9","1","2","0","0.15000000000000000000","0.1111111111111111","0.11111111111111111111","52.8800000000000000","0.00046732445341539103","1"
"435596","52","F","0","0","8","2","2","0","0.26666666666666666667","0.375","0.12500000000000000000","401.7150000000000000","0.00017734406519792924","1"
"435669","44","F","0","1","8","2","2","0","0.17500000000000000000","0.25","0.12500000000000000000","719.1200000000000000","0.00006842586760669863","1"
"435837","51","F","0","0","8","0","1","0","0.20000000000000000000","0.125","0.00000000000000000000","","",""
"435882","50","F","1","0","9","4","4","1","0.05000000000000000000","0.2222222222222222","0.33333333333333333333","181.6975000000000000","0.000013283049205153796","1"
"436320","49","F","1","1","8","2","2","0","0.10000000000000000000","0.125","0.12500000000000000000","199.7150000000000000","0.000044197581726593434","1"
"436894","41","F","1","0","8","2","2","0","0.39999999999999990000","0.125","0.25000000000000000000","156.9050000000000000","0.00017095517846292402","1"
"437069","42","F","0","0","8","5","5","0","0.10000000000000000000","0.125","0.12500000000000000000","359.2800000000000000","0.000010482588756718512","3"
"437162","30","F","0","0","8","2","3","1","0.15000000000000000000","0.375","0.25000000000000000000","546.4400000000000000","0.00011023865335389906","1"
"437251","42","F","0","0","8","3","3","0","","0","0.00000000000000000000","362.3733333333333333","","1"
"437539","45","F","0","0","8","5","5","0","0.10000000000000000000","0.125","0.12500000000000000000","338.4300000000000000","0.000011033757295297163","2"
"437549","39","F","0","0","8","3","3","0","0.10000000000000000000","0.25","0.12500000000000000000","336.9500000000000000","0.00003288320529493373","3"
"438189","35","F","1","0","9","6","5","0","","0","0.11111111111111111111","342.3716666666666667","","5"
"438406","42","F","0","0","8","4","3","0","0.05000000000000000000","0.125","0.12500000000000000000","675.0150000000000000","0.0000034380262392153572","2"
"438551","36","F","1","1","8","2","4","1","0.15000000000000000000","0.25","0.25000000000000000000","13645.9600000000000000","0.0000051854654497645795","10"
"438596","23","F","0","0","8","1","2","0","0.10000000000000000000","0.25","0.00000000000000000000","108.4800000000000000","0.000345954536552345","1"
"438839","49","F","0","1","8","3","3","0","0.17500000000000000000","0.25","0.37500000000000000000","210.7766666666666667","0.00008832609979911779","2"
"438937","37","F","0","0","8","2","2","0","0.05000000000000000000","0.125","0.25000000000000000000","332.6700000000000000","0.000009890239259986067","1"
"438985","29","F","0","0","8","4","4","1","0.10000000000000000000","0.375","0.25000000000000000000","1330.9750000000000000","0.000006768788694268088","1"
"438995","23","F","0","0","8","0","0","0","0.05000000000000000000","0.125","0.25000000000000000000","","",""
"439052","51","F","1","0","9","4","4","0","0.11666666666666666667","0.3333333333333333","0.11111111111111111111","517.6200000000000000","0.000028003875669245725","2"
"439120","38","M","1","0","8","2","1","0","","0","0.12500000000000000000","398.9550000000000000","","1"
"439363","51","F","0","0","8","3","3","0","0.10000000000000000000","0.125","0.12500000000000000000","205.4333333333333333","0.000027706547971236595","1"
"440212","38","F","1","1","8","1","1","0","0.07500000000000000000","0.25","0.12500000000000000000","578.6800000000000000","0.000042067751645185325","1"
"440655","30","F","0","1","8","3","3","0","","0","0.37500000000000000000","328.6600000000000000","","0"
"441200","35","F","0","1","8","2","2","0","","0","0.12500000000000000000","272.6200000000000000","","2"
